2019-08-13 16:45:01 AliSpeech_C++SDK(INFO)[140214718076672]: getStartCommand:253 StartCommand: {"context":{"sdk":{"language":"C++","name":"nls-sdk-linux","version":"2.3.15"}},"header":{"appkey":"un2wEHfu32KN5ELW","message_id":"1748f1f5b40544bea75bc7058a9b826e","name":"StartTranscription","namespace":"SpeechTranscriber","task_id":"73bcd2184fd4467ab91e75b846133f09"},"payload":{"enable_intermediate_result":true,"enable_inverse_text_normalization":true,"enable_punctuation_prediction":true,"format":"pcm","sample_rate":8000}}
2019-08-13 16:45:21 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:22 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:22 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"41dbba4d187b486087341d4cd4d7aa96","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":20750,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万","confidence":0.4071418046951294,"words":[],"status":20000000}}
2019-08-13 16:45:22 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:23 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:23 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"ed78749c60524adf84e891455b776ef3","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":21150,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢","confidence":0.41266539692878723,"words":[],"status":20000000}}
2019-08-13 16:45:23 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:23 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:23 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"968febcbd16d41e7aa706e650bab6a62","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":21750,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢嗯","confidence":0.40833014249801636,"words":[],"status":20000000}}
2019-08-13 16:45:23 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:24 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:24 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"d2a5e8535a9c46d2a30149dae93345e5","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":22240,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网","confidence":0.4115276336669922,"words":[],"status":20000000}}
2019-08-13 16:45:24 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:24 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:24 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"80e8a13f9d0044e088bc4d43e1bdfa79","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":22950,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗","confidence":0.4137329161167145,"words":[],"status":20000000}}
2019-08-13 16:45:24 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:25 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:25 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"f2f9ede29160409aa30ad3c9f4222777","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":23550,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗啊","confidence":0.41333484649658203,"words":[],"status":20000000}}
2019-08-13 16:45:25 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:26 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:26 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"6ffb252a3b5d46bc90e0780cfe6819e8","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":24150,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗啊行哎","confidence":0.41100361943244934,"words":[],"status":20000000}}
2019-08-13 16:45:26 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:26 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:26 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"219d7c22916a4172a8d76c318b54222c","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":24750,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗啊行那我对您的","confidence":0.40803414583206177,"words":[],"status":20000000}}
2019-08-13 16:45:26 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:27 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:27 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"662c051dde5a4bfeac99f300a7f0e3f9","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":25350,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗啊行那我对您的一个综合情","confidence":0.40717101097106934,"words":[],"status":20000000}}
2019-08-13 16:45:27 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:27 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:27 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"93ff3dcff4004049b08ef02118be304a","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":25950,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗啊行那我对您的一个综合情况，他做的","confidence":0.40000587701797485,"words":[],"status":20000000}}
2019-08-13 16:45:27 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:28 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:28 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"9142be4a7c7340fd8847ff8209ff7ad0","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":26550,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗啊行那我对您的一个综合情况，他做个了解，您在","confidence":0.4058597981929779,"words":[],"status":20000000}}
2019-08-13 16:45:28 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:29 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:29 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"3d7752aff27b4c88b3e9b55b0db24ceb","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":27350,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗啊行那我对您的一个综合情况，他做个了解，您再重复这边","confidence":0.4105451703071594,"words":[],"status":20000000}}
2019-08-13 16:45:29 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:29 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:29 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"c4e0b251d385439dbf23a8d76ad6bef0","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":27750,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗啊行那我对您的一个综合情况，他做个了解，您再重复这边是","confidence":0.41122639179229736,"words":[],"status":20000000}}
2019-08-13 16:45:29 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:30 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:30 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"98dc99a6aa7a428c88a718f6e5e9d696","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":28350,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗啊行那我对您的一个综合情况，他做个了解，您再重复这边是上班还是","confidence":0.4107837378978729,"words":[],"status":20000000}}
2019-08-13 16:45:30 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:31 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:31 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"SentenceEnd","status":20000000,"message_id":"0bb17530477345be857a129862afb757","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":28610,"begin_time":0,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话大概是多少万呢，嗯上网吗啊行那我对您的一个综合情况，他做个了解，您再重复这边是上班还是在做生意的","confidence":0.4105392098426819,"words":[],"status":20000000,"stash_result":{"sentenceId":0,"beginTime":0,"text":"","currentTime":0}}}
2019-08-13 16:45:31 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:31 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:31 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"SentenceBegin","status":20000000,"message_id":"23ba06097bfc40bc99b901fe0c6647cf","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":28820}}
2019-08-13 16:45:31 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:32 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:32 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"12f9293248ea488eabdb04419b7fb70d","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":30750,"result":"我我想","confidence":0.38323402404785156,"words":[],"status":20000000}}
2019-08-13 16:45:32 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:33 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:33 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"3ebf38d4195f4d728e45639d92bdc120","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":31350,"result":"我，我想我想","confidence":0.3975285589694977,"words":[],"status":20000000}}
2019-08-13 16:45:33 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:33 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:33 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"084150ce02ce47408cb08c3110af3c01","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":31950,"result":"我，我想我想前没买","confidence":0.34158551692962646,"words":[],"status":20000000}}
2019-08-13 16:45:33 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:34 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:34 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"d0ea29eb42534c54ad838eefc975553a","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":32550,"result":"我，我想我想钱没没写，现在","confidence":0.37342894077301025,"words":[],"status":20000000}}
2019-08-13 16:45:34 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:35 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:35 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"0f98a60e5fa2421d9f7e8051c0c75db8","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":33150,"result":"我，我想我想钱没没写，现在为什我这","confidence":0.3522000014781952,"words":[],"status":20000000}}
2019-08-13 16:45:35 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:35 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:35 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"11da1ef389e34721a94459ee4e53240b","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":33750,"result":"我，我想我想钱没没写，现在为什我这我我，我是","confidence":0.36041268706321716,"words":[],"status":20000000}}
2019-08-13 16:45:35 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:36 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:36 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"87f79be6791e4cc38c91c934f9937f11","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":34350,"result":"我，我想我想钱没没写，现在为什我这我我，我是企业","confidence":0.3909410834312439,"words":[],"status":20000000}}
2019-08-13 16:45:36 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:36 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:36 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"a024a9ae8ccd4238adc1b0c30dc1f27a","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":34880,"result":"我，我想我想钱没没写，现在为什我这我我，我是企业股职","confidence":0.3931865692138672,"words":[],"status":20000000}}
2019-08-13 16:45:36 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:37 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:37 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"fa9f9386cb484ff79c27630c35af4815","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":35750,"result":"我，我想我想钱没没写，现在为什我这我我，我是企业给职工","confidence":0.38111796975135803,"words":[],"status":20000000}}
2019-08-13 16:45:37 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:38 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:38 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"49c2393e608c48bdb8c5fb204d5bb953","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":36750,"result":"我，我想我想钱没没写，现在为什我这我我，我是企业股职工啊，我就说","confidence":0.39896702766418457,"words":[],"status":20000000}}
2019-08-13 16:45:38 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:39 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:39 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"c0e543ba31a2473383095fd42e2f6857","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":37350,"result":"我，我想我想钱没没写，现在为什我这我我，我是企业股职工啊，我就说您是在","confidence":0.40694496035575867,"words":[],"status":20000000}}
2019-08-13 16:45:39 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:39 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:39 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"04d9023cc5ab4a9caf6dfc404273b1c0","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":37950,"result":"我，我想我想钱没没写，现在为什我这我我，我是企业股职工啊，我就说您是在成都这边","confidence":0.40644562244415283,"words":[],"status":20000000}}
2019-08-13 16:45:39 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:40 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:40 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"56430c0156694ca3ad60df7b08ff1a2e","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":38750,"result":"我，我想我想钱没没写，现在为什我这我我，我是企业股职工啊，我就说您是在成都这边工作，对吧","confidence":0.3974977135658264,"words":[],"status":20000000}}
2019-08-13 16:45:40 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:41 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:41 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"e60a29e202304f97a079be0fc87fe277","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":39750,"result":"我，我想我想钱没没写，现在为什我这我我，我是企业股职工啊，我就说您是在成都这边工作，对吧，没有没有","confidence":0.41302385926246643,"words":[],"status":20000000}}
2019-08-13 16:45:41 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:43 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:43 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"2cdc9f65c67e456dba5b0e7c3d78097f","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":41550,"result":"我，我想我想钱没没写，现在为什我这我我，我是企业股职工啊，我就说您是在成都这边工作，对吧，没有没有呃，那您看","confidence":0.40100470185279846,"words":[],"status":20000000}}
2019-08-13 16:45:43 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:44 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:44 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"40b59af7cacd4df8be9b2d89d7142793","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":2,"time":42150,"result":"我，我想我想钱没没写，现在为什我这我我，我是企业股职工啊，我就说您是在成都这边工作，对吧，没有没有呃，那您在什么地方工","confidence":0.40400660037994385,"words":[],"status":20000000}}
2019-08-13 16:45:44 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:44 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
